Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
823275.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Winter 2021-22,2021-12-01,7.4
177916.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Summer 2012,2012-06-01,11.4
410800.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Annual Average 2016,2015-12-31,8.5
177958.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Summer ,2013-06-01,11.4
605693.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Annual Average 2018,2018-01-01,7.1
742193.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Summer 2021,2021-06-01,8.3
177905.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Summer 2012,2012-06-01,9.7
175354.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Winter 2010-11,2010-12-01,33.7
176698.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Annual Average ,2012-12-01,26.5
175364.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Winter 2010-11,2010-12-01,26.2
175896.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Summer 2009,2009-06-01,23.1
549854.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Annual Average 2017,2017-01-01,16.6
740946.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Annual Average 2021,2021-01-01,19.0
549824.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Annual Average 2017,2017-01-01,23.4
176656.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Annual Average 2012,2011-12-01,27.1
410767.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Annual Average 2016,2015-12-31,7.8
742214.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Summer 2021,2021-06-01,9.2
177898.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer 2012,2012-06-01,10.3
177940.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer ,2013-06-01,10.3
823296.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Winter 2021-22,2021-12-01,6.7
742172.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer 2021,2021-06-01,8.5
823317.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Winter 2021-22,2021-12-01,7.2
334155.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,Winter 2014-15,2014-12-01,8.2
547411.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Annual Average 2017,2017-01-01,7.0
742269.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Annual Average 2021,2021-01-01,6.4
547441.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2017,2017-01-01,10.3
742236.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2021,2021-01-01,8.2
605681.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107.0,Hunts Point - Mott Haven,Annual Average 2018,2018-01-01,7.9
605735.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2018,2018-01-01,10.3
605765.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,Annual Average 2018,2018-01-01,6.6
177962.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer ,2013-06-01,12.0
549803.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Annual Average 2017,2017-01-01,15.6
549833.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2017,2017-01-01,30.3
176712.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,Annual Average ,2012-12-01,19.0
175904.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Summer 2009,2009-06-01,31.6
336567.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Winter 2014-15,2014-12-01,30.2
549836.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2017,2017-01-01,25.6
175913.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Summer 2009,2009-06-01,18.6
742238.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer 2021,2021-06-01,10.2
179584.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Summer 2012,2012-06-01,10.4
410725.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Annual Average 2016,2015-12-31,7.8
823284.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Winter 2021-22,2021-12-01,6.4
334095.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,Winter 2014-15,2014-12-01,10.1
547510.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,Annual Average 2017,2017-01-01,8.4
174260.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,Annual Average ,2012-12-01,9.5
173614.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,Summer 2009,2009-06-01,11.0
547540.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,Annual Average 2017,2017-01-01,7.8
173158.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102.0,Northeast Bronx,Winter 2010-11,2010-12-01,13.4
212818.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2014,2014-06-01,12.4
825997.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,Summer 2022,2022-06-01,10.5
412501.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2016,2015-12-31,30.1
176040.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,Summer 2012,2012-06-01,16.2
740969.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Summer 2021,2021-06-01,17.9
825722.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Winter 2021-22,2021-12-01,24.7
177955.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Summer ,2013-06-01,10.4
547390.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,Annual Average 2017,2017-01-01,9.0
177944.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,Summer ,2013-06-01,11.5
823305.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,Winter 2021-22,2021-12-01,7.4
549782.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Annual Average 2017,2017-01-01,21.2
549815.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Annual Average 2017,2017-01-01,20.6
175361.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Winter 2010-11,2010-12-01,31.5
825775.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Summer 2022,2022-06-01,14.1
825742.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Summer 2022,2022-06-01,13.5
823272.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Winter 2021-22,2021-12-01,7.3
410851.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,Annual Average 2016,2015-12-31,7.3
605663.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101.0,Kingsbridge - Riverdale,Annual Average 2018,2018-01-01,7.0
334116.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Winter 2014-15,2014-12-01,8.5
334122.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Winter 2014-15,2014-12-01,10.0
547537.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Annual Average 2017,2017-01-01,8.2
174259.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Annual Average ,2012-12-01,9.4
825776.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Winter 2021-22,2021-12-01,23.7
412483.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Annual Average 2016,2015-12-31,19.9
825743.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Winter 2021-22,2021-12-01,21.2
176684.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Annual Average ,2012-12-01,22.9
175340.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Winter 2010-11,2010-12-01,32.2
336513.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Winter 2014-15,2014-12-01,26.8
547663.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Annual Average 2017,2017-01-01,7.5
742458.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Annual Average 2021,2021-01-01,6.5
168533.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2010-11,2010-12-01,13.1
742457.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Summer 2021,2021-06-01,8.4
823560.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Winter 2021-22,2021-12-01,6.6
411121.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Annual Average 2016,2015-12-31,6.9
605957.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Annual Average 2018,2018-01-01,6.9
742547.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2021,2021-06-01,7.8
169509.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Summer 2012,2012-06-01,10.0
169568.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Summer ,2013-06-01,10.1
178416.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Annual Average 2009,2008-12-01,11.4
412492.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Annual Average 2016,2015-12-31,23.2
602765.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Annual Average 2018,2018-01-01,22.2
740957.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Summer 2021,2021-06-01,15.7
412438.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Annual Average 2016,2015-12-31,17.9
602753.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Annual Average 2018,2018-01-01,21.0
825734.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Winter 2021-22,2021-12-01,22.1
825788.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Winter 2021-22,2021-12-01,21.8
212811.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Summer 2014,2014-06-01,10.9
334003.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Annual Average ,2015-01-01,9.6
178402.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Annual Average 2009,2008-12-01,10.6
178486.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Annual Average 2011,2010-12-01,10.5
170418.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average ,2012-12-01,9.4
170430.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Annual Average ,2012-12-01,9.2
169474.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2012,2012-06-01,10.6
169533.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer ,2013-06-01,10.6
605948.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2018,2018-01-01,7.4
742448.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2021,2021-06-01,8.7
823172.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Winter 2021-22,2021-12-01,7.4
169511.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2012,2012-06-01,9.4
169570.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer ,2013-06-01,9.4
823491.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Winter 2021-22,2021-12-01,7.3
169462.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Summer 2012,2012-06-01,11.4
742538.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),Summer 2021,2021-06-01,8.3
823545.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),Winter 2021-22,2021-12-01,7.0
169334.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2009,2009-06-01,9.6
170455.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average ,2012-12-01,7.6
168567.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Winter 2010-11,2010-12-01,10.3
169285.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Summer 2009,2009-06-01,12.1
176081.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Summer ,2013-06-01,16.6
602804.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Annual Average 2018,2018-01-01,17.2
334266.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Winter 2014-15,2014-12-01,9.4
605975.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Annual Average 2018,2018-01-01,7.5
823482.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Winter 2021-22,2021-12-01,7.3
742472.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),Summer 2021,2021-06-01,8.8
411046.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),Annual Average 2016,2015-12-31,8.1
547732.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,403.0,Jackson Heights (CD3),Annual Average 2017,2017-01-01,7.2
742473.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),Annual Average 2021,2021-01-01,6.8
549749.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average 2017,2017-01-01,18.5
175892.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2009,2009-06-01,21.4
412469.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Winter -16,2015-12-01,20.9
412533.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,Summer 2016,2016-06-01,13.1
740965.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Winter 2020-21,2020-12-01,27.0
740935.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Winter 2020-21,2020-12-01,21.2
175934.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2010,2010-06-01,19.0
740966.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2021,2021-06-01,20.2
176544.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,Annual Average 2009,2008-12-01,22.3
667682.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Winter 2019-20,2019-12-01,27.7
166020.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Winter 2012-13,2012-12-01,26.7
336803.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Summer ,2015-06-01,15.5
131425.0,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208.0,Canarsie - Flatlands,2009-2011,2009-01-01,81.7
131445.0,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,407.0,Southwest Queens,2009-2011,2009-01-01,80.0
131424.0,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,207.0,East Flatbush - Flatbush,2009-2011,2009-01-01,115.8
628472.0,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,408.0,Jamaica,-2017,2015-01-01,69.6
628471.0,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,407.0,Southwest Queens,-2017,2015-01-01,43.0
168527.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Winter 2010-11,2010-12-01,14.9
170415.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Annual Average ,2012-12-01,10.0
547606.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Annual Average 2017,2017-01-01,8.4
